log10_gap_s,gap_s,density
-0.9124737033931647,0.1223281186697305,0.34102094762364143
-0.9061065153153748,0.12413478165719218,0.34837830592424057
-0.8997393272375849,0.12596812723558842,0.3557737229769872
-0.893372139159795,0.1278285494798873,0.3632003637043441
-0.887004951082005,0.12971644828514678,0.37065111245158927
-0.880637763004215,0.13163222945247177,0.3781185836528844
-0.8742705749264251,0.13357630477624022,0.38559513386618083
-0.8679033868486352,0.13554909213261804,0.3930728751848547
-0.8615361987708453,0.13755101556938082,0.4005436900277561
-0.8551690106930554,0.13958250539706224,0.40799924730275006
-0.8488018226152654,0.1416439982814488,0.41543101993182324
-0.8424346345374755,0.14373593733744036,0.42283030371850144
-0.8360674464596856,0.14585877222429716,0.4301882375306401
-0.8297002583818957,0.1480129592422934,0.4374958247637197
-0.8233330703041057,0.15019896143079836,0.44474395604157885
-0.8169658822263157,0.15241724866780593,0.45192343310314886
-0.8105986941485258,0.1546682977709342,0.4590249938152378
-0.8042315060707359,0.15695259259991687,0.46603933824282073
-0.797864317992946,0.1592706241606081,0.4729571556996827
-0.7914971299151561,0.16162289071052352,0.47976915269370923
-0.7851299418373661,0.1640098978659399,0.4864660816726834
-0.7787627537595762,0.1664321587105766,0.4930387704682027
-0.7723955656817862,0.16889019390588242,0.49947815232736464
-0.7660283776039963,0.17138453180295074,0.5057752964142436
-0.7596611895262064,0.173915708556088,0.5119214386559688
-0.7532940014484164,0.1764842682380592,0.5179080128015314
-0.7469268133706265,0.1790907629570355,0.5237266815553019
-0.7405596252928366,0.18173575297526923,0.5293693676417879
-0.7341924372150467,0.18441980682952128,0.5348282846533897
-0.7278252491372568,0.18714350145326744,0.5400959675289835
-0.7214580610594669,0.18990742230070917,0.5451653025080309
-0.7150908729816768,0.19271216347261644,0.5500295564027662
-0.7087236849038869,0.19555832784402835,0.5546824050297638
-0.702356496826097,0.19844652719384084,0.5591179606420392
-0.6959893087483071,0.20137738233630723,0.5633307982036524
-0.6896221206705172,0.20435152325448147,0.5673159803507747
-0.6832549325927272,0.20736958923563226,0.5710690808862253
-0.6768877445149373,0.2104322290086565,0.5745862066586812
-0.6705205564371474,0.21354010088352307,0.5778640176830777
-0.6641533683593575,0.2166938728927754,0.5808997453651843
-0.6577861802815675,0.219894222935124,0.5836912087008738
-0.6514189922037775,0.22314183892116013,0.5862368283292623
-0.6450518041259876,0.22643741892122063,0.5885356383285761
-0.6386846160481977,0.22978167131543772,0.5905872956543103
-0.6323174279704078,0.23317531494600396,0.5923920871308566
-0.6259502398926179,0.23661907927168638,0.5939509339203167
-0.6195830518148279,0.2401137045246226,0.5952653934055351
-0.613215863737038,0.24365994186943257,0.5963376584384144
-0.606848675659248,0.24725855356468046,0.5971705539192634
-0.6004814875814581,0.25091031312672096,0.5977675306881114
-0.5941142995036682,0.2546160054959655,0.5981326567245435
-0.5877471114258782,0.25837642720560416,0.5982706056685364
-0.5813799233480883,0.26219238655281885,0.5981866426908911
-0.5750127352702984,0.26606470377252633,0.5978866077580333
-0.5686455471925085,0.26999421121368605,0.5973768963520927
-0.5622783591147186,0.27398175351821247,0.5966644377231047
-0.5559111710369286,0.2780281878025295,0.5957566707658221
-0.5495439829591386,0.28213438384180667,0.5946615176288308
-0.5431767948813487,0.2863012242569158,0.5933873551782877
-0.5368096068035588,0.2905296047041491,0.5919429844525989
-0.5304424187257689,0.29482043406773956,0.5903375982574812
-0.5240752306479789,0.29917463465522376,0.5885807470631446
-0.517708042570189,0.30359314239569063,0.5866823033765646
-0.5113408544923991,0.3080769070409585,0.5846524247719543
-0.5049736664146092,0.31262689236972246,0.5825015157714776
